number,suffix,pos,form,ending
(|[2-9]|([1-9][0-9]*[02-9]))7$,ani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,mendani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,endani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,endaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,daks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,aks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,teta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ilt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,telt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,il,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,date,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,isse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,is,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,datega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,tega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,atega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,id,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,iks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,data,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,alt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,al,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,menda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,nda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,da,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,enda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,asse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,das,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,as,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,at,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,dani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,endaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,aks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,ndaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,daks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7\.$,mendaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))8$,teta,N,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateta,N,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,ailt,N,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ilt,N,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,telt,N,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,atelt,N,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ail,N,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,il,N,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,atel,N,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,tel,N,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,aile,N,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,ile,N,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,tele,N,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,atele,N,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,ist,N,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,aist,N,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,test,N,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,atest,N,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,aina,N,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,ina,N,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,atena,N,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,tena,N,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,ate,N,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,te,N,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,isse,N,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,aisse,N,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,tesse,N,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,atesse,N,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,ais,N,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))8$,is,N,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))8$,ates,N,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))8$,tes,N,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))8$,tega,N,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))8$,atega,N,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))8$,aid,N,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))8$,aini,N,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))8$,ini,N,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateni,N,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))8$,teni,N,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))8$,aiks,N,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))8$,iks,N,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))8$,teks,N,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateks,N,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))8$,ta,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))8$,ata,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))8$,alt,N,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))8$,al,N,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))8$,ale,N,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))8$,ast,N,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))8$,ana,N,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))8$,asse,N,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))8$,at,N,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))8$,ani,N,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))8$,aks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,teta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,ateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,andateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,dateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))8$,dailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ilt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,andailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,telt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,datelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,atelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))8$,ail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,il,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,dail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,andail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,atel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,datel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,tel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,aile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,ile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,daile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))8$,tele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,datele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,atele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))8$,ist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,aist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,daist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))8$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,atest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,datest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))8$,aina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,ina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,daina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,atena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,datena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))8$,date,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,andate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,ate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))8$,isse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,aisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,andaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,daisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))8$,andatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,ndatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,atesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))8$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))8$,is,O,pl in,is
